Date,Close CVX,High CVX,Low CVX,Open CVX,Volume CVX,Close,Open,High,Low,Volume,ATR
2015-08-26,47.59994125366211,47.60645515598577,46.20626427549908,46.70773041273582,17400400,1740.04,1740.04,1740.04,1740.04,0.0,304.5785714285715
2015-08-27,50.563148498535156,50.87575129615528,48.55729338282605,48.843845533256754,21539600,2153.96,2153.96,2153.96,2153.96,0.0,317.1228571428572
2015-08-28,52.38014221191406,52.881603526267924,50.524077002268726,50.615251786696696,23735400,2373.54,2373.54,2373.54,2373.54,0.0,326.2357142857143
2015-08-31,52.744815826416016,52.80343099870047,50.74547550339208,52.10659264425632,16880400,1688.04,1688.04,1688.04,1688.04,0.0,364.80428571428575
2015-09-01,50.921329498291016,51.702828898347626,50.48498744741826,51.292542458615706,17954200,1795.42,1795.42,1795.42,1795.42,0.0,361.62500000000006
2015-09-02,50.83667755126953,51.93729389589775,50.29614272012828,51.93729389589775,14255900,1425.59,1425.59,1425.59,1425.59,0.0,375.5135714285715
2015-09-03,50.9669189453125,51.72236773348588,50.59570596994881,51.25346608699444,12282600,1228.26,1228.26,1228.26,1228.26,0.0,376.65500000000003
2015-09-04,49.93144226074219,50.55664299116462,49.788166161731134,50.34173381130178,11210000,1121.0,1121.0,1121.0,1121.0,0.0,349.64785714285716
2015-09-08,50.042137145996094,50.51103877989614,49.65138744063009,50.491502039925656,9316500,931.65,931.65,931.65,931.65,0.0,338.1078571428572
2015-09-09,48.7917366027832,50.927839651478145,48.68102509604463,50.42637843535793,11297400,1129.74,1129.74,1129.74,1129.74,0.0,323.4314285714286
2015-09-10,49.273677825927734,49.36485261428977,48.39448455883861,49.319265220108754,11475200,1147.52,1147.52,1147.52,1147.52,0.0,315.6171428571429
2015-09-11,49.35832214355469,49.657897057433466,48.90244338609874,49.45601080362751,11032100,1103.21,1103.21,1103.21,1103.21,0.0,272.165
2015-09-14,49.345298767089844,49.49508872179694,48.81778691147094,49.182485975241825,10235500,1023.55,1023.55,1023.55,1023.55,0.0,236.36714285714288
2015-09-15,50.257049560546875,50.59570293767346,49.63184905891155,49.775125105491874,11678100,1167.81,1167.81,1167.81,1167.81,0.0,224.7864285714286
2015-09-16,51.46186828613281,51.585607605660485,50.647804275876865,50.68036882374807,12593500,1259.35,1259.35,1259.35,1259.35,0.0,204.6992857142857
2015-09-17,51.715858459472656,52.40618311857827,51.18834162630786,51.526995021506515,12324300,1232.43,1232.43,1232.43,1232.43,0.0,177.05642857142857
2015-09-18,50.62826156616211,51.25346205609689,50.12680038116765,50.73897803468063,18635900,1863.59,1863.59,1863.59,1863.59,0.0,206.45499999999998
2015-09-21,50.85619354248047,51.27299879738355,50.69338077539303,50.9929606392471,8523500,852.35,852.35,852.35,852.35,0.0,229.72214285714284
2015-09-22,50.309165954589844,50.59571813381485,49.814213545561216,50.04215052055683,9692300,969.23,969.23,969.23,969.23,0.0,230.40071428571426
2015-09-23,49.573238372802734,50.49149989293409,49.33878756582199,50.40683903377788,9043000,904.3,904.3,904.3,904.3,0.0,208.62214285714285
2015-09-24,50.07471466064453,50.348239028376035,48.908974176851636,49.13691114996122,10302600,1030.26,1030.26,1030.26,1030.26,0.0,203.52428571428572
2015-09-25,50.60219955444336,50.901779379999816,50.094224581053155,50.7129159980841,10862600,1086.26,1086.26,1086.26,1086.26,0.0,199.86285714285714
2015-09-28,49.345298767089844,50.100752506217646,49.33227592994893,49.92491687722871,10567000,1056.7,1056.7,1056.7,1056.7,0.0,188.4492857142857
2015-09-29,49.65789794921875,49.92491329363624,49.02618356720835,49.52113581012141,8797800,879.78,879.78,879.78,879.78,0.0,186.93714285714285
2015-09-30,51.37069320678711,51.46186797789749,50.14634273141039,50.24403140578647,14108800,1410.88,1410.88,1410.88,1410.88,0.0,223.60285714285715
2015-10-01,51.019012451171875,52.67970486283636,50.673850138380516,51.91774221361936,11111900,1111.19,1111.19,1111.19,1111.19,0.0,241.84428571428572
2015-10-02,53.109535217285156,53.109535217285156,50.34822666260908,50.62826486612309,13051900,1305.19,1305.19,1305.19,1305.19,0.0,250.01142857142855
2015-10-05,54.72465133666992,54.8288539398917,53.63054884610919,53.66962730664416,14196800,1419.68,1419.68,1419.68,1419.68,0.0,247.88499999999996
2015-10-06,56.65234375,57.06914414444229,54.75069132927545,54.822329362881405,18897100,1889.71,1889.71,1889.71,1889.71,0.0,274.91999999999996
2015-10-07,57.38825988769531,58.293498695350436,56.18995504682254,57.4729207584546,17670500,1767.05,1767.05,1767.05,1767.05,0.0,281.75857142857143
2015-10-08,58.55399703979492,58.70378203146391,57.1798566276023,57.23846684991131,11299100,1129.91,1129.91,1129.91,1129.91,0.0,282.1857142857143
2015-10-09,58.33256912231445,58.87310880464788,57.74644205524522,58.74285558493678,10011100,1001.11,1001.11,1001.11,1001.11,0.0,219.15428571428575
2015-10-12,57.79203796386719,58.5995931392274,57.22545252267679,58.521441195873926,7917500,791.75,791.75,791.75,791.75,0.0,225.76000000000002
2015-10-13,57.55756759643555,57.922271573168736,56.84770631732603,57.17984575320134,8012500,801.25,801.25,801.25,801.25,0.0,221.8007142857143
2015-10-14,58.456295013427734,58.593057136225504,57.1212283877596,57.45988171257887,9734500,973.45,973.45,973.45,973.45,0.0,225.10357142857143
2015-10-15,59.08151626586914,59.179204950523804,57.59666415880756,58.38467760269014,8960400,896.04,896.04,896.04,896.04,0.0,226.63285714285715
2015-10-16,59.45273971557617,59.69370451748197,58.62564767163857,59.622066467419536,7821200,782.12,782.12,782.12,782.12,0.0,232.65857142857143
2015-10-19,58.632144927978516,58.964284432260285,58.10463304426517,58.84705901714039,8900400,890.04,890.04,890.04,890.04,0.0,227.73000000000002
2015-10-20,58.6060905456543,58.93171612592364,58.21534084306149,58.286978868212906,8221100,822.11,822.11,822.11,822.11,0.0,194.64642857142857
2015-10-21,58.176265716552734,59.02288922009571,58.05252640958452,58.24790373967623,7423400,742.34,742.34,742.34,742.34,0.0,178.93785714285715
2015-10-22,59.66763687133789,59.79137122094176,58.4432814325559,58.4432814325559,8971700,897.17,897.17,897.17,897.17,0.0,176.14000000000001
2015-10-23,59.42015838623047,59.86952330638821,58.671218508851695,59.10104668789864,8134800,813.48,813.48,813.48,813.48,0.0,173.94
2015-10-26,57.811588287353516,59.18572922668673,57.68785389212852,59.17922028970143,8606600,860.66,860.66,860.66,860.66,0.0,143.73642857142858
2015-10-27,57.114723205566406,57.28404989382642,56.48952270505086,57.134264913507565,9328800,932.88,932.88,932.88,932.88,0.0,140.13357142857143
2015-10-28,58.47584533691406,58.690759423526075,57.258003814764955,57.446867257364694,8236500,823.65,823.65,823.65,823.65,0.0,102.42571428571429
2015-10-29,58.54097366333008,59.218275550293235,58.052535232518906,58.16976065465969,6686000,668.6,668.6,668.6,668.6,0.0,104.30071428571425
2015-10-30,59.18571853637695,59.90209896769925,58.22838326376617,59.3550452718398,11559300,1155.93,1155.93,1155.93,1155.93,0.0,124.15571428571427
2015-11-02,61.84281921386719,62.05121941886195,58.92521634394047,59.00987721924519,14277300,1427.73,1427.73,1427.73,1427.73,0.0,142.89142857142855
2015-11-03,63.913787841796875,64.23941341872417,62.142383908328085,62.142383908328085,17669200,1766.92,1766.92,1766.92,1766.92,0.0,154.8192857142857
2015-11-04,63.02155685424805,63.88772187356938,62.572197044567325,63.83562060128296,11931300,1193.13,1193.13,1193.13,1193.13,0.0,190.27499999999995
2015-11-05,61.57582092285156,62.87832370308192,61.43254482204161,62.55269800802433,11184800,1118.48,1118.48,1118.48,1118.48,0.0,187.47
2015-11-06,61.23714828491211,61.26319892861604,59.75881027744298,61.028748103932934,9634200,963.42,963.42,963.42,963.42,0.0,190.83714285714285
2015-11-09,60.12350845336914,61.51067167146768,59.980232399465116,60.878962203535075,7659100,765.91,765.91,765.91,765.91,0.0,200.09285714285716
2015-11-10,60.716156005859375,60.89199165652128,59.81091220044686,59.98023891606208,6823100,682.31,682.31,682.31,682.31,0.0,200.36642857142857
2015-11-11,60.038841247558594,61.028740745694385,59.82392718940257,60.820340589842026,6085300,608.53,608.53,608.53,608.53,0.0,194.57714285714286
2015-11-12,58.52143478393555,59.36154945048891,58.12417114389126,59.101047969839016,8951300,895.13,895.13,895.13,895.13,0.0,209.0707142857143
2015-11-13,57.75296401977539,58.59307877173237,57.43385228208185,58.33257726460065,7676600,767.66,767.66,767.66,767.66,0.0,214.8057142857143
2015-11-16,60.28430938720703,60.29749630672966,57.87162113619476,57.87162113619476,10101100,1010.11,1010.11,1010.11,1010.11,0.0,226.965
2015-11-17,60.00743103027344,60.97646319602826,59.789892170749894,60.16563882386553,7575800,757.58,757.58,757.58,757.58,0.0,237.20071428571427
2015-11-18,60.785301208496094,61.141272563328485,60.00743899519622,60.27771549823657,6886900,688.69,688.69,688.69,688.69,0.0,231.0464285714286
2015-11-19,59.8755989074707,60.890775339006645,59.61191586835275,60.66664299548891,6096700,609.67,609.67,609.67,609.67,0.0,201.88142857142861
2015-11-20,58.67583084106445,60.19199912663827,58.543986840579095,59.75033304101466,8561400,856.14,856.14,856.14,856.14,0.0,200.07214285714286
2015-11-23,59.33505630493164,59.61851471747703,58.08256552788607,58.43853690847814,6889600,688.96,688.96,688.96,688.96,0.0,187.78571428571428
2015-11-24,60.218379974365234,60.84462778595903,59.196615170189126,59.4537047359024,8549000,854.9,854.9,854.9,854.9,0.0,158.65357142857144
2015-11-25,59.901939392089844,60.19857952750838,59.43390460788137,59.7964642145781,5419300,541.93,541.93,541.93,541.93,0.0,175.6764285714286
2015-11-27,59.57235336303711,59.88217546604526,59.361407979428016,59.4932469581832,2547800,254.78,254.78,254.78,254.78,0.0,185.1114285714286
2015-11-30,60.1986083984375,60.620499252154495,59.61850973191055,59.75034873769623,12179400,1217.94,1217.94,1217.94,1217.94,0.0,239.8007142857143
2015-12-01,60.963287353515625,61.07535100886591,59.967886285241995,59.967886285241995,6975500,697.55,697.55,697.55,697.55,0.0,271.0
2015-12-02,59.493263244628906,61.101725378303364,59.34823731069616,61.04239430108722,11830700,1183.07,1183.07,1183.07,1183.07,0.0,300.41
2015-12-03,58.57036590576172,60.264522631576334,58.24735684929694,59.86240716095609,10996800,1099.68,1099.68,1099.68,1099.68,0.0,285.895
2015-12-04,59.13729476928711,59.20980773980935,57.01465333255184,57.944135029607935,13170200,1317.02,1317.02,1317.02,1317.02,0.0,292.31428571428575
2015-12-07,57.53541946411133,57.97049723769535,55.966513160101194,57.66726349974393,15378900,1537.89,1537.89,1537.89,1537.89,0.0,290.7728571428571
2015-12-08,56.98170471191406,58.01006331585269,55.53804357227942,56.56640217621805,13397500,1339.75,1339.75,1339.75,1339.75,0.0,286.8878571428572
2015-12-09,57.74635696411133,59.420738266761035,56.889393482157864,57.13329611325665,14675800,1467.58,1467.58,1467.58,1467.58,0.0,291.09785714285715
2015-12-10,58.867008209228516,59.63168339004479,57.75295015556622,58.010039701898286,14534800,1453.48,1453.48,1453.48,1453.48,0.0,286.4607142857143
2015-12-11,56.98170471191406,57.95073725608871,56.750978845710925,57.91118152024235,13186900,1318.69,1318.69,1318.69,1318.69,0.0,278.48357142857145
2015-12-14,58.88678741455078,59.058177103783684,56.30270486547976,56.88939694857662,12430700,1243.07,1243.07,1243.07,1243.07,0.0,271.94357142857143
2015-12-15,61.14785385131836,61.5697446258106,59.69101148481631,59.71078682903708,19158500,1915.85,1915.85,1915.85,1915.85,0.0,308.1464285714286
2015-12-16,61.59611511230469,61.84661119484247,59.86240279129713,61.02919842557745,16917900,1691.79,1691.79,1691.79,1691.79,0.0,301.79571428571427
2015-12-17,59.684410095214844,61.96525836336765,59.59212181489273,61.63565592526463,14082500,1408.25,1408.25,1408.25,1408.25,0.0,301.5378571428572
2015-12-18,59.20319747924805,60.16563614384285,58.867006561507054,59.36799872378828,20167200,2016.72,2016.72,2016.72,2016.72,0.0,276.20285714285717
2015-12-21,58.82744216918945,59.78988069187967,58.14846194648796,59.592122245190346,12852300,1285.23,1285.23,1285.23,1285.23,0.0,291.28142857142853
2015-12-22,59.506431579589844,59.84922098704539,58.20780198822119,58.74834987289966,9661700,966.17,966.17,966.17,966.17,0.0,279.39142857142855
2015-12-23,61.840049743652344,61.86641856009386,60.36343122828928,60.77872877123397,11172800,1117.28,1117.28,1117.28,1117.28,0.0,284.22857142857146
2015-12-24,60.679840087890625,61.93232593237033,60.653471276623954,61.93232593237033,4998700,499.87,499.87,499.87,499.87,0.0,312.805
2015-12-28,59.565757751464844,59.803071928110874,59.12409165633702,59.5327954933006,6800000,680.0,680.0,680.0,680.0,0.0,309.89500000000004
2015-12-29,60.152469635009766,61.029213687141535,60.03381250743301,60.5743605265413,6471200,647.12,647.12,647.12,647.12,0.0,298.0907142857142
2015-12-30,59.387779235839844,59.97447634444036,59.25594024047013,59.394372694408915,5600200,560.02,560.02,560.02,560.02,0.0,295.18142857142857
2015-12-31,59.30208969116211,59.89537528201385,58.68243529301298,58.91974952935368,6988700,698.87,698.87,698.87,698.87,0.0,304.0921428571429
2016-01-04,58.57036590576172,59.40096565172069,57.72658427211113,59.0186255273055,11397300,1139.73,1139.73,1139.73,1139.73,0.0,325.9542857142857
2016-01-05,59.071380615234375,59.09774942775507,57.904584550543206,58.70222729861815,7883400,788.34,788.34,788.34,788.34,0.0,345.65214285714285
2016-01-06,56.73777389526367,57.8650138367058,56.13789996319874,57.64088655178824,14511400,1451.14,1451.14,1451.14,1451.14,0.0,344.9392857142857
2016-01-07,54.72719955444336,56.526831505063086,54.49647879906526,55.73578747824238,15368800,1536.88,1536.88,1536.88,1536.88,0.0,335.05928571428575
2016-01-08,54.14049530029297,55.26773504816163,53.54062147124042,54.9710948621614,11891600,1189.16,1189.16,1189.16,1189.16,0.0,339.6435714285714
2016-01-11,53.24397659301758,54.69423036427703,52.58477170499078,54.615123967153515,14366400,1436.64,1436.64,1436.64,1436.64,0.0,313.85857142857145
2016-01-12,54.15369415283203,54.3184954101265,52.53205038457461,54.186651386689775,13477500,1347.75,1347.75,1347.75,1347.75,0.0,267.9585714285714
2016-01-13,53.6131477355957,55.538025267807406,52.7429972738195,54.81949417990727,15550100,1555.01,1555.01,1555.01,1555.01,0.0,259.97285714285715
2016-01-14,56.34225845336914,56.80369999322111,53.36264870384172,54.0218537775363,16433400,1643.34,1643.34,1643.34,1643.34,0.0,255.48857142857145
2016-01-15,55.15567398071289,55.24796226638199,53.30990323799669,53.817488809176695,17870300,1787.03,1787.03,1787.03,1787.03,0.0,221.6514285714286
2016-01-19,53.73180389404297,55.86762680252748,53.257175463416345,55.48528667459656,13155600,1315.56,1315.56,1315.56,1315.56,0.0,242.46142857142857
2016-01-20,52.064002990722656,52.94074164797417,49.657904202644815,52.723207862561296,26151100,2615.11,2615.11,2615.11,2615.11,0.0,332.9378571428571
2016-01-21,53.42857360839844,53.82409564951463,51.431177996490725,51.945362182210964,16107800,1610.78,1610.78,1610.78,1610.78,0.0,398.45428571428573
2016-01-22,55.06999206542969,56.15768143510037,53.87023904107432,55.67645952184327,15724600,1572.46,1572.46,1572.46,1572.46,0.0,391.2735714285715
2016-01-25,53.32307815551758,55.56437557746466,53.26375213505445,54.24596592094681,12370300,1237.03,1237.03,1237.03,1237.03,0.0,383.74285714285725
2016-01-26,55.45233154296875,55.70282765559289,53.626330707535054,54.035039655923846,12191400,1219.14,1219.14,1219.14,1219.14,0.0,359.92142857142863
2016-01-27,54.90519714355469,56.75756199205518,54.29213615738626,55.340269924102785,12380600,1238.06,1238.06,1238.06,1238.06,0.0,313.93
2016-01-28,56.63889694213867,57.146487649335455,55.17546091990336,56.52683329017824,13017400,1301.74,1301.74,1301.74,1301.74,0.0,312.35428571428577
2016-01-29,57.00147247314453,57.159680307447154,54.68106743313635,55.40619715147414,20248900,2024.89,2024.89,2024.89,2024.89,0.0,339.1707142857143
2016-02-01,56.22361373901367,56.75097489667716,55.531446247243025,56.13132541068915,10958300,1095.83,1095.83,1095.83,1095.83,0.0,387.855
2016-02-02,53.55384063720703,54.740412265901206,53.36926394592964,54.522873295751005,13326200,1332.62,1332.62,1332.62,1332.62,0.0,398.41928571428576
2016-02-03,55.78193664550781,55.78852507530017,52.63752554306353,54.3119070787602,13964100,1396.41,1396.41,1396.41,1396.41,0.0,388.17142857142863
2016-02-04,55.89400100708008,56.81688915252718,55.26116471488841,55.762156969538616,12825000,1282.5,1282.5,1282.5,1282.5,0.0,389.99857142857144
2016-02-05,54.63493347167969,55.56441535907192,54.22622940431911,55.333694509862354,15090100,1509.01,1509.01,1509.01,1509.01,0.0,395.91428571428577
2016-02-08,56.68503189086914,57.153066798947414,53.461520107699975,53.89659778608335,17712800,1771.28,1771.28,1771.28,1771.28,0.0,380.9714285714286
2016-02-09,54.661293029785156,56.553213731563005,54.16688913835222,56.08517865119353,12605600,1260.56,1260.56,1260.56,1260.56,0.0,324.6264285714286
2016-02-10,54.74038314819336,55.30729984375329,53.72520685682638,54.56239498389654,12110300,1211.03,1211.03,1211.03,1211.03,0.0,256.4264285714286
2016-02-11,54.70743179321289,55.14910304827068,53.158300758793864,53.79113707385856,12741400,1274.14,1274.14,1274.14,1274.14,0.0,258.1971428571429
2016-02-12,56.31590270996094,56.4147844998189,54.845872841725644,55.241400001157494,9835100,983.51,983.51,983.51,983.51,0.0,254.9971428571429
2016-02-16,56.61629867553711,57.00348836831671,55.61494918304794,56.896680404210514,10631500,1063.15,1063.15,1063.15,1063.15,0.0,259.4078571428572
2016-02-17,58.95280075073242,59.18645311912261,56.75650617701645,57.016861818740615,12710500,1271.05,1271.05,1271.05,1271.05,0.0,272.9064285714286
2016-02-18,57.898014068603516,59.58027851511386,57.81790429757903,59.24649544220006,9517800,951.78,951.78,951.78,951.78,0.0,291.1628571428572
2016-02-19,57.74449920654297,57.77120247631094,56.60963825360775,57.631014129875034,9783300,978.33,978.33,978.33,978.33,0.0,241.40571428571434
2016-02-22,59.29323959350586,59.97415499037263,57.74448595429492,57.74448595429492,10299900,1029.99,1029.99,1029.99,1029.99,0.0,178.73428571428576
2016-02-23,56.68303680419922,59.066247443289114,56.54284344914258,59.006163849247,10655800,1065.58,1065.58,1065.58,1065.58,0.0,164.3628571428572
2016-02-24,56.92336654663086,57.07023192272805,55.34123794242668,55.62829160667324,9775200,977.52,977.52,977.52,977.52,0.0,166.0964285714286
2016-02-25,56.94339370727539,57.21709317590421,55.90198706686639,57.190389919162904,9452600,945.26,945.26,945.26,945.26,0.0,160.26428571428573
2016-02-26,56.309207916259766,58.14501496511493,56.26247848601394,58.05823319269438,9369900,936.99,936.99,936.99,936.99,0.0,144.6757142857143
2016-02-29,55.70173645019531,56.87664952911581,55.45473507348234,56.70308594960317,11549600,1154.96,1154.96,1154.96,1154.96,0.0,141.51142857142858
2016-03-01,57.49746322631836,57.76449067039251,55.65498455776898,56.15565910548617,11614700,1161.47,1161.47,1161.47,1161.47,0.0,105.49642857142858
2016-03-02,58.17173385620117,58.198437122535346,56.34260340389255,57.01016978286491,9637600,963.76,963.76,963.76,963.76,0.0,116.0807142857143
2016-03-03,58.43207931518555,58.458782579224966,57.44408401136118,58.07826997963519,8526100,852.61,852.61,852.61,852.61,0.0,119.51214285714286
2016-03-04,58.69911193847656,59.15973437001707,57.87800305092096,58.35865165894109,9328600,932.86,932.86,932.86,932.86,0.0,104.485
2016-03-07,60.528236389160156,60.58832000576779,58.44543275179523,58.705783206465846,12784300,1278.43,1278.43,1278.43,1278.43,0.0,123.47999999999999
2016-03-08,59.23982620239258,60.8019338389928,58.9661266947705,60.33463441913324,10508400,1050.84,1050.84,1050.84,1050.84,0.0,124.88642857142858
2016-03-09,61.96351623535156,63.178486942196585,59.727169698806804,59.880707126562505,19323100,1932.31,1932.31,1932.31,1932.31,0.0,165.04357142857143
2016-03-10,62.7111930847168,62.71786508207347,61.42946164747772,61.94349065909579,12090900,1209.09,1209.09,1209.09,1209.09,0.0,214.80571428571426
2016-03-11,63.1384162902832,64.17981799634637,62.337333745281654,63.385412539829545,14098800,1409.88,1409.88,1409.88,1409.88,0.0,225.45785714285716
2016-03-14,62.92479705810547,63.305309622365314,62.14374066357094,62.464174709165405,6898900,689.89,689.89,689.89,689.89,0.0,274.34357142857147
2016-03-15,62.931480407714844,63.0182672967247,61.582998560960334,62.18380932164394,7006300,700.63,700.63,700.63,700.63,0.0,268.82071428571436
2016-03-16,63.68581771850586,64.17981528989297,62.56430627729865,63.23187249008566,9969200,996.92,996.92,996.92,996.92,0.0,287.68
2016-03-17,64.68050384521484,65.24793422936334,63.61239869391288,64.25326178469406,10679400,1067.94,1067.94,1067.94,1067.94,0.0,292.1621428571429
2016-03-18,65.21453857421875,65.3614039415579,63.9928913020346,65.32134650938553,14436300,1443.63,1443.63,1443.63,1443.63,0.0,303.4278571428572
2016-03-21,64.38009643554688,65.11441835643129,64.02628710686518,64.76728102378479,8040100,804.01,804.01,804.01,804.01,0.0,348.6500000000001
2016-03-22,63.752586364746094,64.69385736205746,63.632424218134574,63.91947795208836,7567100,756.71,756.71,756.71,756.71,0.0,337.90642857142865
2016-03-23,62.477516174316406,63.2919477266372,62.110357832174344,63.231869215298325,10302800,1030.28,1030.28,1030.28,1030.28,0.0,349.5078571428572
2016-03-24,63.31865310668945,63.37873671316742,61.58298200379837,61.776576813142604,8159100,815.91,815.91,815.91,815.91,0.0,359.08785714285716
2016-03-28,63.20518112182617,63.47220867580476,62.75123580800066,63.35204653117074,5054000,505.4,505.4,505.4,505.4,0.0,356.5835714285715
2016-03-29,63.63241195678711,63.67914138851356,62.0436061849619,62.6110364539619,6616600,661.66,661.66,661.66,661.66,0.0,351.4885714285715
2016-03-30,63.585697174072266,64.54699438319754,63.52561864506556,64.32001916743086,6182900,618.29,618.29,618.29,618.29,0.0,291.62428571428575
2016-03-31,63.68581771850586,64.21986763285986,63.3854098668761,63.54562942499571,5943900,594.39,594.39,594.39,594.39,0.0,241.67285714285714
2016-04-01,62.92479705810547,63.27192927213363,62.297283144259744,62.544284493845616,7555900,755.59,755.59,755.59,755.59,0.0,238.84500000000003
2016-04-04,62.3707275390625,63.071674280392465,62.11037705642619,63.0449710138237,6552000,655.2,655.2,655.2,655.2,0.0,194.58785714285713
2016-04-05,61.863365173339844,62.31731044180073,61.70315069421437,62.0836632653414,6662000,666.2,666.2,666.2,666.2,0.0,194.60642857142858
2016-04-06,63.31198501586914,63.41879806784209,61.96350334003391,62.183801439883126,6836400,683.64,683.64,683.64,683.64,0.0,174.68857142857146
2016-04-07,63.278602600097656,63.43881706681001,62.80463119510932,62.99822601006953,6817700,681.77,681.77,681.77,681.77,0.0,169.7492857142857
2016-04-08,64.306640625,64.66712691329978,63.92612816953771,64.25323411715004,7108500,710.85,710.85,710.85,710.85,0.0,144.99142857142857
2016-04-11,63.57900619506836,64.95419608951084,63.518927679186135,64.66714240744591,6644200,664.42,664.42,664.42,664.42,0.0,102.62071428571429
2016-04-12,65.0943832397461,65.38143691675468,63.70584428616381,63.879412928643106,8783400,878.34,878.34,878.34,878.34,0.0,114.52214285714285
2016-04-13,65.15444946289062,65.36139841442541,64.77393699474612,65.2879657369655,6406800,640.68,640.68,640.68,640.68,0.0,111.95714285714287
2016-04-14,65.40817260742188,65.60176242436921,64.99427951417732,65.18787442425322,6162200,616.22,616.22,616.22,616.22,0.0,98.39214285714287
2016-04-15,64.90746307373047,65.28797559935512,64.72721734978276,65.22789199366395,6551600,655.16,655.16,655.16,655.16,0.0,78.99428571428572
2016-04-18,65.8887939453125,65.92885138795945,63.76593283758994,64.90747573018172,7770200,777.02,777.02,777.02,777.02,0.0,76.53714285714285
2016-04-19,67.09041595458984,67.11044212952673,65.52831319198985,66.0890664627303,10584800,1058.48,1058.48,1058.48,1058.48,0.0,93.54357142857144
2016-04-20,67.88480377197266,68.45223398376201,66.64980231362897,66.81002185750228,10150500,1015.05,1015.05,1015.05,1015.05,0.0,94.93857142857145
2016-04-21,67.69122314453125,68.62581697357342,67.49762830834113,67.85143762881297,8278600,827.86,827.86,827.86,827.86,0.0,96.795
2016-04-22,68.0984115600586,68.42551748586736,67.75795146161501,67.9181658813607,5754000,575.4,575.4,575.4,575.4,0.0,107.65714285714287
2016-04-25,67.7646484375,67.93821198769847,67.31070320404618,67.7379451775173,6612100,661.21,661.21,661.21,661.21,0.0,113.0007142857143
2016-04-26,68.28535461425781,68.74597697200946,67.8981649539195,68.1251401349589,5650700,565.07,565.07,565.07,565.07,0.0,118.62214285714288
2016-04-27,69.32675170898438,69.38683531788647,68.34542853963464,68.69256583009395,8383600,838.36,838.36,838.36,838.36,0.0,138.0092857142857
2016-04-28,68.35877990722656,69.60045344683287,68.12513275582235,68.84610038113736,7598000,759.8,759.8,759.8,759.8,0.0,141.54357142857143
2016-04-29,68.21192932128906,68.51233213922423,67.16385036358749,67.51765971146176,8826900,882.69,882.69,882.69,882.69,0.0,147.00500000000002
2016-05-02,68.96625518798828,69.3267415089843,67.9582339997984,67.97826016877727,6844500,684.45,684.45,684.45,684.45,0.0,145.88500000000002
2016-05-03,67.6378173828125,68.32540985762931,67.45757672260028,68.26533133526746,7033600,703.36,703.36,703.36,703.36,0.0,130.26000000000002
2016-05-04,67.15048217773438,68.29202487128045,67.01697097386251,67.46423910927182,7444100,744.41,744.41,744.41,744.41,0.0,131.44500000000002
2016-05-05,67.70455932617188,68.49228760569316,67.33072390305183,67.99161298124639,6474300,647.43,647.43,647.43,647.43,0.0,135.5907142857143
2016-05-06,67.99830627441406,68.55905954273348,67.31738577073834,67.31738577073834,5966800,596.68,596.68,596.68,596.68,0.0,130.51142857142858
2016-05-09,66.99027252197266,67.9582466454505,66.14246562097954,67.8380845160921,9342100,934.21,934.21,934.21,934.21,0.0,134.5164285714286
2016-05-10,67.60443878173828,67.61779296024908,67.03033643394468,67.18387383493106,6698100,669.81,669.81,669.81,669.81,0.0,150.3
2016-05-11,67.51764678955078,67.91818550118265,66.8567576607019,67.58440239263508,6850700,685.07,685.07,685.07,685.07,0.0,138.01928571428576
2016-05-12,68.17188262939453,68.37214949359993,67.47761296193542,68.19190880650233,6532400,653.24,653.24,653.24,653.24,0.0,122.26000000000002
2016-05-13,67.2506332397461,68.1184715393115,66.99695985813375,67.84476688880359,5665200,566.52,566.52,566.52,566.52,0.0,122.32500000000005
2016-05-16,68.28535461425781,68.49229852889917,67.69122103927813,68.00497800220309,6779400,677.94,677.94,677.94,677.94,0.0,123.4164285714286
2016-05-17,67.9682846069336,68.93299594916873,67.69168663575608,68.18416381618367,7028000,702.8,702.8,702.8,702.8,0.0,105.6714285714286
2016-05-18,67.50279235839844,68.31908577180953,67.08452928944102,68.06947849439075,5927500,592.75,592.75,592.75,592.75,0.0,107.92071428571431
2016-05-19,67.36112213134766,67.51628772427492,66.463872084821,66.96309693374087,6241100,624.11,624.11,624.11,624.11,0.0,101.38285714285715
2016-05-20,67.32063293457031,67.73215339556423,67.11824396632353,67.66469212180372,4707100,470.71,470.71,470.71,470.71,0.0,98.18000000000004
2016-05-23,67.0440444946289,67.55001183977534,66.83491297233084,66.90912192804292,4231200,423.12,423.12,423.12,423.12,0.0,100.22857142857144
2016-05-24,67.59048461914062,67.9750195494443,67.20594968883695,67.42182885765716,4383300,438.33,438.33,438.33,438.33,0.0,98.38285714285716
2016-05-25,68.65638732910156,68.79806270263573,68.01549747362938,68.01549747362938,5428200,542.82,542.82,542.82,542.82,0.0,98.91928571428573
2016-05-26,68.47425842285156,69.06118249081264,68.11670893144891,68.7103755259508,4147200,414.72,414.72,414.72,414.72,0.0,104.44428571428573
2016-05-27,68.8250503540039,68.88576911291676,68.04923786197602,68.3932919569399,5008900,500.89,500.89,500.89,500.89,0.0,86.49000000000001
2016-05-31,68.1369400024414,69.00045683440328,67.84685183417612,68.91275767542682,8141800,814.18,814.18,814.18,814.18,0.0,89.98214285714286
