timestamp,symbol,Open,High,Low,Close,Volume,trade_count,vwap,ATR,PrevClose
2022-04-06,AAPL,172.28,173.62,170.14,171.57,1646992.0,15925.0,171.75885,3.8275000000000006,175.16
2022-04-07,AAPL,171.15,173.335,169.88,172.24,1482540.0,14640.0,171.855287,3.738214285714286,171.57
2022-04-08,AAPL,171.75,171.75,169.24,170.14,1434943.0,13166.0,170.448729,3.7157142857142866,172.24
2022-04-11,AAPL,168.7,169.0,165.505,165.79,1694326.0,16030.0,166.668804,3.726785714285715,170.14
2022-04-12,AAPL,168.055,169.87,166.65,167.65,1527884.0,14001.0,168.094567,3.66357142857143,165.79
2022-04-13,AAPL,167.4,171.02,166.835,170.39,1183829.0,11643.0,169.622314,3.6857142857142873,167.65
2022-04-14,AAPL,170.67,171.25,165.045,165.35,1425320.0,13533.0,167.17968,3.9485714285714306,170.39
2022-04-18,AAPL,164.04,166.52,163.71,165.1,1135995.0,10779.0,164.950175,3.885000000000003,165.35
2022-04-19,AAPL,165.02,167.8,163.96,167.35,1141555.0,11216.0,166.392634,3.9171428571428613,165.1
2022-04-20,AAPL,168.78,168.86,166.125,167.25,1342086.0,12984.0,167.306519,3.9064285714285774,167.35
2022-04-21,AAPL,168.95,171.505,165.91,166.48,2294770.0,17667.0,169.189538,4.05321428571429,167.25
2022-04-22,AAPL,166.32,167.84,161.505,161.82,1884988.0,16570.0,164.348836,4.296428571428576,166.48
2022-04-25,AAPL,161.11,163.145,158.46,162.88,2330630.0,18107.0,160.32036,4.329642857142862,161.82
2022-04-26,AAPL,162.125,162.22,156.77,156.78,1803751.0,15254.0,158.768162,4.477857142857147,162.88
2022-04-27,AAPL,155.98,159.77,155.42,156.57,1709447.0,15475.0,157.464361,4.430000000000005,156.78
2022-04-28,AAPL,159.23,164.5,158.94,163.65,2580082.0,22401.0,161.94509,4.749642857142861,156.57
2022-04-29,AAPL,161.85,166.11,157.31,157.855,3321049.0,25916.0,161.467729,5.163928571428577,163.65
2022-05-02,AAPL,156.77,158.23,153.27,157.9,2277723.0,19827.0,155.863688,5.187142857142861,157.855
2022-05-03,AAPL,158.11,160.55,156.33,159.46,1393805.0,13449.0,158.83055,5.19714285714286,157.9
2022-05-04,AAPL,159.64,166.47,159.29,166.15,2022449.0,17484.0,162.699204,5.411071428571432,159.46
2022-05-05,AAPL,163.81,164.05,154.955,156.9,2859542.0,25658.0,158.127966,5.767500000000003,166.15
2022-05-06,AAPL,155.955,159.4,154.21,157.26,2063728.0,19543.0,157.345788,5.937500000000002,156.9
2022-05-09,AAPL,154.85,155.8,151.505,152.45,2144031.0,20510.0,152.925356,6.074285714285716,157.26
2022-05-10,AAPL,155.68,156.73,152.95,154.47,2619209.0,22537.0,155.20055,6.184642857142857,152.45
2022-05-11,AAPL,153.545,155.37,145.82,146.6,2725189.0,24256.0,149.36036,6.467142857142859,154.47
2022-05-12,AAPL,142.81,146.17,138.81,142.55,4029572.0,34459.0,142.053128,6.571071428571429,146.6
2022-05-13,AAPL,144.74,148.1,143.12,147.05,2120790.0,20556.0,146.300592,6.632857142857142,142.55
2022-05-16,AAPL,145.56,147.5,144.19,145.6,1530925.0,14463.0,145.746307,6.432857142857143,147.05
2022-05-17,AAPL,148.96,149.76,146.69,149.32,1255504.0,13502.0,148.402372,6.419285714285713,145.6
2022-05-18,AAPL,146.87,147.31,139.97,140.86,3032208.0,28267.0,142.752845,6.520714285714283,149.32
2022-05-19,AAPL,139.86,141.655,136.6,137.29,3080601.0,28332.0,138.630412,6.253214285714283,140.86
2022-05-20,AAPL,139.09,140.47,132.63,137.59,1894751.0,17138.0,136.872914,6.4589285714285705,137.29
2022-05-23,AAPL,137.94,143.245,137.86,143.15,1697808.0,14773.0,141.38751,6.5614285714285705,137.59
2022-05-24,AAPL,140.86,141.92,137.38,140.48,2336093.0,19356.0,139.591649,6.4607142857142845,143.15
2022-05-25,AAPL,138.43,141.785,138.37,140.71,1806028.0,15641.0,140.179821,5.904999999999999,140.48
2022-05-26,AAPL,137.58,144.34,137.14,143.745,1771159.0,16752.0,142.595625,6.048571428571429,140.71
2022-05-27,AAPL,145.46,149.67,145.27,149.56,2161339.0,18813.0,148.314858,6.060714285714285,143.745
2022-05-31,AAPL,149.07,150.63,146.85,148.82,1764227.0,17228.0,149.290093,6.0249999999999995,149.56
2022-06-01,AAPL,149.91,151.74,147.73,148.73,1317423.0,15341.0,149.362473,5.6292857142857144,148.82
2022-06-02,AAPL,147.935,151.26,146.91,151.23,1311080.0,13808.0,149.697428,5.383571428571429,148.73
2022-06-03,AAPL,146.82,147.95,144.46,145.39,1643792.0,14733.0,145.840859,5.470714285714286,151.23
2022-06-06,AAPL,147.14,148.55,144.91,146.13,1111780.0,11010.0,146.617481,5.4942857142857155,145.39
2022-06-07,AAPL,144.35,148.97,144.11,148.615,1351387.0,12940.0,147.699017,5.5442857142857145,146.13
2022-06-08,AAPL,148.53,149.85,147.47,148.02,956183.0,9222.0,148.646497,5.046428571428572,148.615
2022-06-09,AAPL,147.08,147.93,142.54,142.605,1343595.0,13955.0,145.501059,5.076785714285715,148.02
2022-06-10,AAPL,140.33,140.72,137.09,137.12,1848042.0,17556.0,138.281156,4.910714285714286,142.605
2022-06-13,AAPL,132.74,135.2,131.44,131.905,2965495.0,27258.0,133.238464,4.9125000000000005,137.12
2022-06-14,AAPL,133.18,133.88,131.53,132.64,1544490.0,15040.0,132.527501,4.668214285714285,131.905
2022-06-15,AAPL,134.19,137.33,132.18,135.46,2042133.0,19594.0,134.609331,4.792142857142857,132.64
2022-06-16,AAPL,131.85,132.38,129.075,130.11,2557760.0,25757.0,130.431426,4.733928571428572,135.46
2022-06-17,AAPL,130.07,133.06,129.82,131.48,2399809.0,21828.0,131.691071,4.542142857142859,130.11
2022-06-21,AAPL,133.41,137.05,133.33,135.88,1906264.0,17471.0,135.963113,4.6700000000000035,131.48
2022-06-22,AAPL,134.64,137.74,133.92,135.29,1420294.0,13915.0,136.020927,4.656428571428576,135.88
2022-06-23,AAPL,136.78,138.585,135.63,138.25,1904675.0,16521.0,137.209619,4.581071428571434,135.29
2022-06-24,AAPL,139.97,141.875,139.78,141.875,1526675.0,14910.0,140.555234,4.356428571428578,138.25
2022-06-27,AAPL,142.72,143.47,140.98,141.71,1319070.0,12380.0,142.087203,4.27428571428572,141.875
2022-06-28,AAPL,142.23,143.42,137.325,137.54,1454505.0,13642.0,139.50388,4.362500000000007,141.71
2022-06-29,AAPL,137.46,140.66,136.7,139.2,1355470.0,13174.0,139.224272,4.475357142857151,137.54
2022-06-30,AAPL,137.21,138.325,133.79,136.96,2183356.0,19857.0,136.27842,4.470357142857149,139.2
2022-07-01,AAPL,136.16,139.02,135.71,138.85,1377502.0,17292.0,137.337987,4.31285714285715,136.96
2022-07-05,AAPL,137.82,141.61,136.94,141.61,1532022.0,14013.0,139.509527,4.2407142857142945,138.85
2022-07-06,AAPL,141.355,144.12,141.12,142.95,1229574.0,12237.0,142.565107,4.287142857142866,141.61
2022-07-07,AAPL,143.43,146.55,143.32,146.35,1467474.0,14245.0,145.71987,4.176428571428581,142.95
2022-07-08,AAPL,145.23,147.54,145.08,147.03,974624.0,11605.0,146.626953,3.8960714285714357,146.35
2022-07-11,AAPL,145.7,146.64,143.79,144.905,977841.0,11626.0,145.116342,3.8960714285714357,147.03
2022-07-12,AAPL,145.8,148.44,145.06,145.86,1372295.0,13896.0,146.916548,3.750714285714291,144.905
2022-07-13,AAPL,143.05,146.45,142.145,145.45,1344956.0,13991.0,145.062144,3.785357142857145,145.86
2022-07-14,AAPL,143.99,148.95,143.26,148.52,1246765.0,13217.0,146.573226,3.9564285714285723,145.45
2022-07-15,AAPL,149.91,150.83,148.24,150.05,1552387.0,13623.0,149.442157,3.882500000000001,148.52
2022-07-18,AAPL,150.73,151.55,146.73,147.1,1322205.0,12737.0,149.017705,4.048928571428574,150.05
2022-07-19,AAPL,147.94,151.22,146.92,150.94,1203432.0,12602.0,149.809068,3.920714285714289,147.1
2022-07-20,AAPL,151.1,153.715,150.385,153.04,1233009.0,12333.0,152.68399,3.875714285714289,150.94
2022-07-21,AAPL,154.495,155.57,152.01,155.34,1092795.0,11840.0,154.436863,3.7435714285714323,153.04
2022-07-22,AAPL,155.5,156.24,153.41,154.14,1343586.0,13313.0,154.651343,3.709285714285719,155.34
2022-07-25,AAPL,154.01,155.02,152.295,152.87,921109.0,9885.0,153.213654,3.570357142857148,154.14
2022-07-26,AAPL,152.2,153.08,150.82,151.56,1035376.0,10138.0,151.694228,3.5175000000000063,152.87
2022-07-27,AAPL,152.58,157.3,152.21,156.73,1809439.0,19164.0,155.265877,3.6703571428571484,151.56
2022-07-28,AAPL,157.04,157.63,154.42,157.31,1752629.0,18998.0,156.627654,3.723928571428579,156.73
2022-07-29,AAPL,161.23,163.62,159.52,162.58,2072114.0,19334.0,162.254061,3.943214285714293,157.31
2022-08-01,AAPL,161.08,163.57,160.89,161.49,1388456.0,13167.0,162.345895,3.8821428571428647,162.58
2022-08-02,AAPL,160.035,162.41,159.64,159.97,1063642.0,12094.0,160.872203,3.77250000000001,161.49
2022-08-03,AAPL,160.98,166.59,160.85,166.12,1563316.0,15501.0,165.061302,3.838928571428582,159.97
2022-08-04,AAPL,166.06,167.17,164.435,165.76,877466.0,9408.0,165.550629,3.8492857142857235,166.12
2022-08-05,AAPL,163.05,165.85,163.0,165.28,973609.0,10143.0,164.676595,3.7085714285714357,165.76
2022-08-08,AAPL,166.41,167.78,164.2,164.89,1068472.0,11176.0,165.836945,3.6571428571428646,165.28
2022-08-09,AAPL,164.02,165.82,163.765,164.94,1281830.0,10791.0,164.866386,3.5660714285714357,164.89
2022-08-10,AAPL,167.85,169.3,166.9,169.22,1525014.0,13423.0,168.314687,3.6232142857142935,164.94
2022-08-11,AAPL,170.01,170.98,168.21,168.51,1140274.0,11548.0,169.48978,3.618928571428577,169.22
2022-08-12,AAPL,169.94,172.01,169.42,172.01,1208489.0,12362.0,170.890466,3.6742857142857184,168.51
2022-08-15,AAPL,171.52,173.385,171.35,173.19,786184.0,8558.0,172.614006,3.658214285714288,172.01
2022-08-16,AAPL,172.68,173.71,171.67,173.03,910736.0,10001.0,172.692728,3.3939285714285745,173.19
2022-08-17,AAPL,172.71,176.14,172.57,174.66,1426156.0,13912.0,174.422289,3.419642857142859,173.03
2022-08-18,AAPL,173.755,174.885,173.13,174.16,805079.0,8650.0,174.195173,3.0942857142857156,174.66
2022-08-19,AAPL,173.15,173.71,171.33,171.58,1405799.0,13685.0,172.219892,3.105,174.16
2022-08-22,AAPL,169.53,169.83,167.145,167.64,1404633.0,13483.0,168.26537,3.2239285714285706,171.58
2022-08-23,AAPL,167.09,168.7,166.655,167.23,1025203.0,10826.0,167.692685,2.8971428571428555,167.64
2022-08-24,AAPL,167.09,168.11,166.25,167.64,999177.0,10755.0,167.331263,2.8346428571428572,167.23
2022-08-25,AAPL,168.79,170.13,168.35,170.13,977739.0,10243.0,169.343079,2.8089285714285728,167.64
2022-08-26,AAPL,170.53,171.03,163.58,163.67,1447091.0,15171.0,166.238204,3.0853571428571422,170.13
2022-08-29,AAPL,161.08,162.9,159.82,161.375,1604692.0,15235.0,161.406199,3.213571428571427,163.67
2022-08-30,AAPL,162.18,162.54,157.73,158.91,1473216.0,16347.0,159.196747,3.2457142857142833,161.375
2022-08-31,AAPL,160.26,160.5,157.16,157.19,1370072.0,14235.0,158.891997,3.2864285714285706,158.91
2022-09-01,AAPL,156.64,158.35,154.685,157.97,1510025.0,16469.0,156.435761,3.2982142857142844,157.19
2022-09-02,AAPL,159.82,160.35,154.97,155.85,1432725.0,15671.0,157.649189,3.537142857142856,157.97
2022-09-06,AAPL,156.48,157.06,153.73,154.54,1338509.0,13391.0,154.987208,3.6292857142857122,155.85
2022-09-07,AAPL,154.82,156.66,153.62,155.94,1608995.0,15650.0,155.347052,3.5914285714285694,154.54
2022-09-08,AAPL,154.59,156.36,152.7,154.37,1442644.0,13266.0,154.370423,3.7275,155.94
2022-09-09,AAPL,155.37,157.79,154.78,157.36,1484656.0,15262.0,156.876116,3.7696428571428577,154.37
2022-09-12,AAPL,159.63,164.25,159.41,163.46,2223395.0,18686.0,162.458105,3.9449999999999994,157.36
2022-09-13,AAPL,159.87,160.53,153.39,153.99,2589988.0,23456.0,156.038801,4.518214285714287,163.46
2022-09-14,AAPL,154.73,157.09,153.625,155.31,1796905.0,14939.0,155.372411,4.6328571428571435,153.99
2022-09-15,AAPL,154.755,155.23,151.39,152.365,1877769.0,16650.0,152.92888,4.735000000000001,155.31
2022-09-16,AAPL,151.18,151.35,148.405,150.46,2699287.0,21113.0,149.903378,4.485714285714288,152.365
2022-09-19,AAPL,149.21,154.555,149.1,154.5,2317111.0,20821.0,152.561285,4.600357142857147,150.46
2022-09-20,AAPL,153.39,158.08,153.09,156.92,2427296.0,22177.0,155.954789,4.613214285714291,154.5
2022-09-21,AAPL,157.4,158.7,153.69,153.71,1992240.0,18032.0,156.390546,4.7325000000000035,156.92
2022-09-22,AAPL,152.275,154.4,150.915,152.72,1907995.0,16048.0,152.531896,4.719642857142863,153.71
2022-09-23,AAPL,151.04,151.45,148.59,150.54,1856373.0,17288.0,149.966549,4.630357142857148,152.72
2022-09-26,AAPL,149.78,153.76,149.74,150.71,1684442.0,15330.0,151.583784,4.67964285714286,150.54
2022-09-27,AAPL,152.77,154.67,149.95,151.78,1575112.0,16004.0,152.102996,4.799642857142861,150.71
2022-09-28,AAPL,147.69,150.64,144.84,149.76,3617814.0,30993.0,147.484914,5.033928571428573,151.78
2022-09-29,AAPL,146.08,146.71,140.685,142.59,2717800.0,23399.0,142.868416,5.437857142857145,149.76
2022-09-30,AAPL,141.23,143.09,138.08,138.08,2270983.0,19707.0,140.629295,5.303571428571431,142.59
2022-10-03,AAPL,138.305,143.07,137.745,142.47,1939582.0,17063.0,141.313872,4.964642857142857,138.08
2022-10-04,AAPL,145.04,146.2,144.29,145.99,1576890.0,15301.0,145.408457,4.983571428571428,142.47
2022-10-05,AAPL,143.96,147.36,143.07,146.45,1425377.0,14122.0,145.283551,5.009999999999999,145.99
2022-10-06,AAPL,145.88,147.52,145.22,145.47,1070004.0,9858.0,146.158854,4.891428571428571,146.45
2022-10-07,AAPL,142.54,143.07,139.455,140.14,1495655.0,14128.0,140.78107,4.931428571428569,145.47
2022-10-10,AAPL,140.49,141.875,138.58,140.32,1353509.0,11872.0,140.113688,4.810357142857138,140.14
2022-10-11,AAPL,139.67,141.33,138.245,138.96,1789630.0,14241.0,139.336988,4.67285714285714,140.32
2022-10-12,AAPL,139.06,140.345,138.16,138.29,1217669.0,11571.0,139.124564,4.5799999999999965,138.96
2022-10-13,AAPL,134.9,143.56,134.4,142.98,2334407.0,19721.0,139.812333,4.9392857142857105,138.29
2022-10-14,AAPL,144.3,144.52,138.2,138.39,1641177.0,15353.0,140.266355,5.103571428571428,142.98
2022-10-17,AAPL,141.12,142.88,140.27,142.35,1613651.0,14303.0,141.935435,5.087142857142857,138.39
2022-10-18,AAPL,145.69,146.66,140.65,143.78,2372501.0,20285.0,143.931985,5.020714285714285,142.35
2022-10-19,AAPL,141.66,144.935,141.55,143.9,1265436.0,12959.0,143.473002,4.614285714285714,143.78
2022-10-20,AAPL,142.91,145.845,142.66,143.32,1125447.0,10746.0,144.420435,4.483928571428572,143.9
2022-10-21,AAPL,142.97,147.84,142.66,147.33,1684353.0,15334.0,145.91299,4.4735714285714305,143.32
2022-10-24,AAPL,147.31,150.22,146.0,149.38,1658457.0,13930.0,148.233264,4.508571428571431,147.33
2022-10-25,AAPL,150.28,152.49,149.36,152.31,1806235.0,15837.0,151.388503,4.425714285714286,149.38
2022-10-26,AAPL,151.04,151.99,148.05,149.51,1977566.0,17595.0,150.184829,4.565714285714285,152.31
2022-10-27,AAPL,148.085,149.045,144.135,144.94,2635086.0,24018.0,145.759401,4.5200000000000005,149.51
2022-10-28,AAPL,148.14,157.5,147.875,155.7,3621440.0,32698.0,154.636048,5.1817857142857155,144.94
2022-10-31,AAPL,153.15,154.24,151.95,153.395,2039129.0,19888.0,153.244666,5.229285714285715,155.7
2022-11-01,AAPL,155.215,155.41,149.18,150.65,2009311.0,17870.0,150.977209,5.5182142857142855,153.395
2022-11-02,AAPL,148.94,152.16,145.0,145.0,2178299.0,18484.0,148.226933,5.375357142857142,150.65
2022-11-03,AAPL,142.1,142.79,138.77,138.88,2653066.0,24098.0,140.159674,5.368928571428569,145.0
2022-11-04,AAPL,142.22,142.61,134.39,138.39,2697869.0,23757.0,137.166031,5.635357142857141,138.88
2022-11-07,AAPL,137.15,139.14,135.72,138.96,1937259.0,17084.0,137.422848,5.450357142857142,138.39
2022-11-08,AAPL,140.42,141.43,137.53,139.49,1744321.0,16399.0,139.625691,5.487142857142857,138.96
2022-11-09,AAPL,138.4,138.54,134.605,134.86,1422914.0,14094.0,136.078267,5.608571428571429,139.49
2022-11-10,AAPL,141.44,146.82,140.42,146.78,2536121.0,23776.0,143.930942,6.092857142857142,134.86
2022-11-11,AAPL,145.925,150.0,144.41,149.69,2367520.0,18830.0,148.247721,6.190714285714285,146.78
2022-11-14,AAPL,149.03,150.27,147.44,148.41,1431494.0,14636.0,148.702247,6.1692857142857145,149.69
2022-11-15,AAPL,152.24,153.58,148.59,150.06,2090693.0,18958.0,151.585551,6.234285714285717,148.41
2022-11-16,AAPL,148.98,149.8,147.3,148.79,1416573.0,13724.0,148.602131,6.047500000000001,150.06
2022-11-17,AAPL,146.45,151.47,146.32,150.8,1178295.0,11656.0,149.575815,5.518214285714287,148.79
2022-11-18,AAPL,152.22,152.48,150.0,151.31,1364364.0,12240.0,151.122761,5.427500000000001,150.8
2022-11-21,AAPL,150.24,150.3,147.72,148.03,1081971.0,10390.0,148.503335,5.238928571428573,151.31
2022-11-22,AAPL,148.15,150.34,146.935,150.21,900490.0,9401.0,148.879369,4.970714285714288,148.03
2022-11-23,AAPL,149.49,151.79,149.35,151.14,886138.0,8934.0,150.76506,4.700000000000003,150.21
2022-11-25,AAPL,148.33,148.87,147.14,148.16,596246.0,6116.0,148.09706,4.3985714285714295,151.14
2022-11-28,AAPL,145.08,146.64,143.4,144.2,1194059.0,12450.0,144.75191,4.4942857142857155,148.16
2022-11-29,AAPL,144.29,144.75,140.355,141.16,1775388.0,16979.0,142.042438,4.529642857142859,144.2
2022-11-30,AAPL,141.4,147.99,140.59,147.99,1844153.0,17244.0,144.401035,4.7092857142857145,141.16
2022-12-01,AAPL,148.34,149.095,146.65,148.33,1153348.0,10695.0,148.076731,4.029642857142859,147.99
2022-12-02,AAPL,146.0,147.99,145.67,147.76,1038496.0,10002.0,146.673571,3.8203571428571457,148.33
2022-12-05,AAPL,147.74,150.91,145.77,146.61,1391370.0,11849.0,147.686501,3.985357142857144,147.76
2022-12-06,AAPL,147.075,147.27,141.94,142.94,1131659.0,10281.0,143.857477,3.996785714285715,146.61
2022-12-07,AAPL,142.38,143.36,140.01,140.93,1025374.0,10519.0,141.179184,4.038928571428575,142.94
2022-12-08,AAPL,142.36,143.51,141.105,142.61,1073212.0,10992.0,142.467911,3.8553571428571445,140.93
2022-12-09,AAPL,142.49,145.56,140.9,142.19,1172903.0,14250.0,143.35891,4.011071428571431,142.61
2022-12-12,AAPL,142.91,144.49,141.08,144.48,1139586.0,11015.0,142.941086,3.9982142857142873,142.19
2022-12-13,AAPL,149.735,149.94,144.29,145.44,1652792.0,15788.0,146.540463,4.15857142857143,144.48
2022-12-14,AAPL,145.37,146.64,141.2,143.25,1633131.0,15641.0,144.510142,4.3728571428571446,145.44
2022-12-15,AAPL,141.23,141.77,136.03,136.61,2315915.0,20259.0,137.506066,4.602857142857145,143.25
2022-12-16,AAPL,136.475,137.62,133.73,134.53,1971646.0,17699.0,135.107899,4.540714285714289,136.61
2022-12-19,AAPL,135.14,135.19,131.33,132.46,1304509.0,13815.0,132.439829,4.502500000000002,134.53
2022-12-20,AAPL,131.54,133.24,129.9,132.29,1208918.0,11472.0,131.710881,4.212500000000001,132.46
2022-12-21,AAPL,133.02,136.795,132.75,135.4,1346460.0,11955.0,135.312999,4.359642857142859,132.29
2022-12-22,AAPL,134.22,134.55,130.31,132.22,1078460.0,9832.0,131.76414,4.533214285714286,135.4
2022-12-23,AAPL,130.98,132.4,129.65,131.85,989407.0,8408.0,130.926441,4.362500000000002,132.22
2022-12-27,AAPL,131.34,131.34,128.75,130.05,1038527.0,8656.0,129.842226,4.203214285714286,131.85
2022-12-28,AAPL,129.73,131.015,125.88,126.07,1629684.0,16115.0,127.617032,4.330714285714284,130.05
