Date,Close GOOG,High GOOG,Low GOOG,Open GOOG,Volume GOOG,Close,Open,High,Low,Volume,ATR
2016-10-07,38.490604400634766,38.71804805970972,38.275572752472996,38.71804805970972,18664000,186.64,186.64,186.64,186.64,0.0,42.40000000000001
2016-10-10,39.029911041259766,39.200742888214016,38.52983129942713,38.621208852374465,23498000,234.98,234.98,234.98,234.98,0.0,43.07857142857143
2016-10-11,38.88738250732422,39.3447514154135,38.7637284316488,39.065663064082095,27450000,274.5,274.5,274.5,274.5,0.0,43.19857142857143
2016-10-12,39.03984069824219,39.13866697105889,38.83722865287266,38.92165002271248,18748000,187.48,187.48,187.48,187.48,0.0,44.86571428571428
2016-10-13,38.645042419433594,38.79551341066446,38.387307567375906,38.79551341066446,27306000,273.06,273.06,273.06,273.06,0.0,49.91714285714285
2016-10-14,38.66192626953125,38.931084270033956,38.53628687179374,38.81686801346163,17050000,170.5,170.5,170.5,170.5,0.0,55.51
2016-10-17,38.73294448852539,39.02544132289396,38.61077938797773,38.72499943779197,21860000,218.6,218.6,218.6,218.6,0.0,53.517142857142865
2016-10-18,39.49274444580078,39.80808756353253,39.01129028397833,39.12476394614826,41138000,411.38,411.38,411.38,411.38,0.0,66.66714285714286
2016-10-19,39.8026237487793,39.95656905074867,39.63030291238997,39.64072960738455,35336000,353.36,353.36,353.36,353.36,0.0,67.88428571428572
2016-10-20,39.577659606933594,39.925283022934174,39.53097817448552,39.89201004673427,35150000,351.5,351.5,351.5,351.5,0.0,64.15142857142857
2016-10-21,39.69684600830078,39.703302072503696,39.430173426773784,39.47983283610922,25324000,253.24,253.24,253.24,253.24,0.0,66.79142857142857
2016-10-24,40.37916946411133,40.48196635458242,39.96748936220922,39.971459992506055,33950000,339.5,339.5,339.5,339.5,0.0,71.84714285714286
2016-10-25,40.10902404785156,40.556462613116445,39.98338465055827,40.556462613116445,31528000,315.28,315.28,315.28,315.28,0.0,69.86571428571429
2016-10-26,39.68194580078125,40.074757876962856,39.54538338181204,40.0429776758111,32954000,329.54,329.54,329.54,329.54,0.0,65.30571428571429
2016-10-27,39.49721145629883,39.901442869267754,39.30601877275507,39.77778879375069,54984000,549.84,549.84,549.84,549.84,0.0,79.07714285714285
2016-10-28,39.498199462890625,40.497362314660805,39.409803688273705,40.1427865586581,85398000,853.98,853.98,853.98,853.98,0.0,97.34857142857143
2016-10-31,38.96038818359375,39.57219876719629,38.93357126935831,39.503171166114704,48546000,485.46,485.46,485.46,485.46,0.0,120.84857142857143
2016-11-01,38.91419982910156,39.20620031054067,38.513442713178094,38.878445209361836,48128000,481.28,481.28,481.28,481.28,0.0,114.93142857142858
2016-11-02,38.173770904541016,38.8168691438645,37.9130542757215,38.64554096524682,37448000,374.48,374.48,374.48,374.48,0.0,116.44714285714285
2016-11-03,37.84749221801758,38.23583726259533,37.69354695170978,38.10175272394026,38864000,388.64,388.64,388.64,388.64,0.0,110.13285714285715
2016-11-04,37.842041015625,38.2562066137455,37.272982924481084,37.27790074787388,42696000,426.96,426.96,426.96,426.96,0.0,109.43428571428572
2016-11-07,38.860069274902344,38.99266105825379,38.364956643270624,38.46179380725164,31702000,317.02,317.02,317.02,317.02,0.0,103.51714285714287
2016-11-08,39.25685501098633,39.51126331192074,38.744359513838305,38.90376820588445,27338000,273.38,273.38,273.38,273.38,0.0,102.49000000000001
2016-11-09,38.998626708984375,39.29246857404228,38.32126278718874,38.73195411534751,52142000,521.42,521.42,521.42,521.42,0.0,120.07428571428571
2016-11-10,37.86885070800781,39.28962794349983,37.35338102573526,39.28962794349983,94904000,949.04,949.04,949.04,949.04,0.0,143.6
2016-11-11,37.44475555419922,37.78045949195309,37.26399335262778,37.5698986168256,48636000,486.36,486.36,486.36,486.36,0.0,170.48714285714283
2016-11-14,36.55385971069336,37.63496260897682,36.129759908271524,37.52322419262261,73088000,730.88,730.88,730.88,730.88,0.0,186.22285714285712
2016-11-15,37.6667366027832,37.961021716782845,37.09465131203383,37.09465131203383,47680000,476.8,476.8,476.8,476.8,0.0,203.35285714285715
2016-11-16,37.964195251464844,38.05755810313342,37.2704450818164,37.5033483046786,29452000,294.52,294.52,294.52,294.52,0.0,200.63714285714283
2016-11-17,38.299407958984375,38.37240618576779,37.95178454560374,38.085372778237584,26080000,260.8,260.8,260.8,260.8,0.0,181.32142857142858
2016-11-18,37.7685432434082,38.486628822647226,37.74172632930566,38.306362934531286,30942000,309.42,309.42,309.42,309.42,0.0,158.47142857142856
2016-11-21,38.1985969543457,38.22342855166827,37.77151924403222,37.871338173397554,26612000,266.12,266.12,266.12,266.12,0.0,161.2657142857143
2016-11-22,38.15241622924805,38.58396090583992,38.08934457727638,38.368933060822805,31862000,318.62,318.62,318.62,318.62,0.0,157.38714285714286
2016-11-23,37.79088592529297,38.15305820555196,37.50583784016691,38.125597203079785,29568000,295.68,295.68,295.68,295.68,0.0,158.0142857142857
2016-11-25,37.82515335083008,37.99002545902776,37.76754889423854,37.95327818038521,11748000,117.48,117.48,117.48,117.48,0.0,168.00571428571428
2016-11-28,38.15092086791992,38.71158678356653,37.73179201859136,37.741722383738974,43764000,437.64,437.64,437.64,437.64,0.0,183.02142857142854
2016-11-29,38.28004455566406,38.660440874962525,38.15092705518725,38.3143101935734,32332000,323.32,323.32,323.32,323.32,0.0,188.07
2016-11-30,37.64439010620117,38.38681090151255,37.484981408493404,38.24180331755643,47858000,478.58,478.58,478.58,478.58,0.0,181.44285714285712
2016-12-01,37.14182662963867,37.734272730131806,36.60077897640356,37.61459307865116,60358000,603.58,603.58,603.58,603.58,0.0,159.82714285714286
2016-12-02,37.269954681396484,37.44376449803374,36.90246673905505,36.976461414126994,29050000,290.5,290.5,290.5,290.5,0.0,149.14142857142858
2016-12-05,37.86687088012695,37.93540215466967,37.3891410626587,37.6280078657779,27884000,278.84,278.84,278.84,278.84,0.0,132.50857142857143
2016-12-06,37.69752502441406,38.180221832820536,37.609625572639125,37.97661336133842,33814000,338.14,338.14,338.14,338.14,0.0,118.5957142857143
2016-12-07,38.29742431640625,38.30586569577913,37.53315364894773,37.79138484011356,35220000,352.2,352.2,352.2,352.2,0.0,106.58
2016-12-08,38.55714797973633,38.644551120830165,38.10077165824609,38.36148830604574,29762000,297.62,297.62,297.62,297.62,0.0,108.07000000000001
2016-12-09,39.19626998901367,39.203222381436674,38.686309163209344,38.73492665616408,36438000,364.38,364.38,364.38,364.38,0.0,109.36571428571428
2016-12-12,39.195274353027344,39.29360049714261,38.951194249135774,38.98520982103262,42082000,420.82,420.82,420.82,420.82,0.0,110.30428571428571
2016-12-13,39.534454345703125,39.945641932323774,39.397391816829575,39.42520138565786,42904000,429.04,429.04,429.04,429.04,0.0,107.14142857142858
2016-12-14,39.58262252807617,39.926767817285494,39.43066256573201,39.599008955650184,34084000,340.84,340.84,340.84,340.84,0.0,111.80285714285715
2016-12-15,39.621360778808594,39.877110301670584,39.376534278589055,39.596032854297725,32530000,325.3,325.3,325.3,325.3,0.0,100.1842857142857
2016-12-16,39.27125930786133,39.77064191391618,39.245931381048614,39.74799643619597,48876000,488.76,488.76,488.76,488.76,0.0,88.99142857142859
2016-12-19,39.440101623535156,39.61192612562435,39.04629688390096,39.24245665482477,24642000,246.42,246.42,246.42,246.42,0.0,98.13571428571429
2016-12-20,39.550350189208984,39.66109215178799,39.39392323621711,39.567236737746896,19020000,190.2,190.2,190.2,190.2,0.0,91.06142857142858
2016-12-21,39.457977294921875,39.5630588176815,39.08751141082466,39.52154148123297,24226000,242.26,242.26,242.26,242.26,0.0,85.85142857142857
2016-12-22,39.294097900390625,39.39639846642992,39.161009793162656,39.34872437945268,19444000,194.44,194.44,194.44,194.44,0.0,66.90428571428572
2016-12-23,39.22705841064453,39.367599037520414,39.09645193817822,39.27622148753949,12468000,124.68,124.68,124.68,124.68,0.0,71.05428571428571
2016-12-27,39.308502197265625,39.62185998404134,39.11517642764494,39.26529885483266,15782000,157.82,157.82,157.82,157.82,0.0,69.18571428571428
2016-12-28,38.985713958740234,39.441593942336766,38.893843859323255,39.41527714464004,23076000,230.76,230.76,230.76,230.76,0.0,73.39142857142858
2016-12-29,38.873477935791016,39.02941232989827,38.68129259329544,38.900294847652695,14886000,148.86,148.86,148.86,148.86,0.0,75.34285714285714
2016-12-30,38.328704833984375,38.872980528619,38.25868458329667,38.871491542172365,35400000,354.0,354.0,354.0,354.0,0.0,85.22714285714285
2017-01-03,39.03984069824219,39.21315418634705,38.52635629775522,38.67583084595199,33146000,331.46,331.46,331.46,331.46,0.0,82.80571428571429
2017-01-04,39.077579498291016,39.29807072080159,38.89185023479024,39.150081389038874,21460000,214.6,214.6,214.6,214.6,0.0,90.56571428571428
2017-01-05,39.43115997314453,39.45400246436908,38.98421778085654,39.036858944079945,26704000,267.04,267.04,267.04,267.04,0.0,88.01142857142857
2017-01-06,40.033538818359375,40.12044561798142,39.34097823664731,39.49274119617562,32804000,328.04,328.04,328.04,328.04,0.0,91.25857142857141
2017-01-09,40.058372497558594,40.223043804051734,39.86866878828607,40.04595669857146,25492000,254.92,254.92,254.92,254.92,0.0,84.80571428571429
2017-01-10,39.965999603271484,40.18152755376016,39.90243541480071,40.11845969411395,23536000,235.36,235.36,235.36,235.36,0.0,68.89285714285714
2017-01-11,40.12094497680664,40.132864447216406,39.79616782391554,39.97643371159074,21318000,213.18,213.18,213.18,213.18,0.0,66.46142857142857
2017-01-12,40.043968200683594,40.09511659037095,39.686910764200164,40.082700792370545,27062000,270.62,270.62,270.62,270.62,0.0,66.84571428571428
2017-01-13,40.119449615478516,40.285511378049776,40.06035239045943,40.09958509754192,21984000,219.84,219.84,219.84,219.84,0.0,67.05714285714286
2017-01-17,39.957061767578125,40.08270115764326,39.746504683549304,40.07972318470543,27242000,272.42,272.42,272.42,272.42,0.0,65.83
2017-01-18,40.029563903808594,40.036266236709395,39.77728869962549,40.01665177801666,25888000,258.88,258.88,258.88,258.88,0.0,64.43
2017-01-19,39.836143493652344,40.1989106465564,39.81752168895122,39.98239380560924,18386000,183.86,183.86,183.86,183.86,0.0,64.57857142857144
2017-01-20,39.97742462158203,40.07128381660806,39.81205618476368,40.07128381660806,33400000,334.0,334.0,334.0,334.0,0.0,69.45285714285714
2017-01-23,40.687068939208984,40.76453791623262,39.913860577982106,40.08816672347774,39272000,392.72,392.72,392.72,392.72,0.0,58.994285714285716
2017-01-24,40.91352081298828,41.01432861444819,40.61312440051975,40.83555550542103,29480000,294.8,294.8,294.8,294.8,0.0,64.37857142857145
2017-01-25,41.49951171875,41.50447879622124,40.972615052258334,41.19906604644492,29890000,298.9,298.9,298.9,298.9,0.0,56.32428571428572
2017-01-26,41.32469940185547,41.615214665480146,41.06944621547009,41.60577684078872,59478000,594.78,594.78,594.78,594.78,0.0,73.71285714285715
2017-01-27,40.88570785522461,41.81137246969029,40.74318191989864,41.45183338843416,59316000,593.16,593.16,593.16,593.16,0.0,69.47142857142858
2017-01-30,39.843345642089844,40.51474978535619,39.71820256892715,40.45615266850683,64932000,649.32,649.32,649.32,649.32,0.0,68.26
2017-01-31,39.568721771240234,39.79020567427056,39.257353094261234,39.57219607311643,43212000,432.12,432.12,432.12,432.12,0.0,82.37714285714287
2017-02-01,39.514339447021484,39.78722175996038,39.290620203235854,39.712234439932516,40594000,405.94,405.94,405.94,405.94,0.0,82.66285714285716
2017-02-02,39.655128479003906,39.86221126827818,39.33084767445946,39.420236119623816,30642000,306.42,306.42,306.42,306.42,0.0,85.66857142857144
2017-02-03,39.8021240234375,40.02608956435997,39.746504884825995,39.87661502372638,29268000,292.68,292.68,292.68,292.68,0.0,83.02285714285715
2017-02-06,39.794677734375,39.81106416415677,39.49224675530675,39.713234336782186,23690000,236.9,236.9,236.9,236.9,0.0,83.25142857142859
2017-02-07,40.07426071166992,40.24956329826968,39.81652586207225,39.9262751548176,24824000,248.24,248.24,248.24,248.24,0.0,83.0942857142857
2017-02-08,40.1442756652832,40.31610013858771,39.88654084971106,40.075744407469,23106000,231.06,231.06,231.06,231.06,0.0,78.96285714285716
2017-02-09,40.202884674072266,40.257511159842615,39.953591186021384,40.200399240956344,19794000,197.94,197.94,197.94,197.94,0.0,70.60428571428572
2017-02-10,40.406982421875,40.48544784205403,40.21380442193931,40.30915259983527,22700000,227.0,227.0,227.0,227.0,0.0,68.4857142857143
2017-02-13,40.683597564697266,40.7689623442207,40.49737193586873,40.52269607533589,24266000,242.66,242.66,242.66,242.66,0.0,62.61000000000001
2017-02-14,40.74367904663086,40.870314884677214,40.52269147704823,40.671673478713465,21094000,210.94,210.94,210.94,210.94,0.0,64.58285714285715
2017-02-15,40.67068099975586,40.87031506425499,40.64535307428137,40.689549072884205,26272000,262.72,262.72,262.72,262.72,0.0,47.14714285714287
2017-02-16,40.92791748046875,40.93983694936543,40.670678974194104,40.71785294343522,25752000,257.52,257.52,257.52,257.52,0.0,47.40285714285716
2017-02-17,41.12208938598633,41.12208938598633,40.8035182690552,40.87130693530322,32220000,322.2,322.2,322.2,322.2,0.0,48.011428571428574
2017-02-21,41.300376892089844,41.38926902014674,41.13600109395888,41.1513948675628,25246000,252.46,252.46,252.46,252.46,0.0,37.478571428571435
2017-02-22,41.25567626953125,41.37933035132166,41.150397721542454,41.15139037924473,19658000,196.58,196.58,196.58,196.58,0.0,39.60000000000001
2017-02-23,41.28398132324219,41.34009678727979,40.86435237617926,41.22389144007181,29456000,294.56,294.56,294.56,294.56,0.0,39.49000000000001
2017-02-24,41.1504020690918,41.16828127593122,40.92991079525681,41.10521340624504,27844000,278.44,278.44,278.44,278.44,0.0,39.660000000000004
2017-02-27,41.18217849731445,41.242764711352656,40.91997291112675,40.9472861508867,22030000,220.3,220.3,220.3,220.3,0.0,39.828571428571436
2017-02-28,40.8807373046875,41.14542451617604,40.73125898982144,40.999920620297,45216000,452.16,452.16,452.16,452.16,0.0,55.580000000000005
