Date,Close SPG,High SPG,Low SPG,Open SPG,Volume SPG,Close,Open,High,Low,Volume,ATR
2016-08-16,131.78086853027344,133.48752958973577,130.97113404371117,133.18855406543574,1273100,127.31,127.31,127.31,127.31,0.0,41.16642857142857
2016-08-17,133.27577209472656,133.599667830154,131.0147462466898,131.78088478458133,1128900,112.89,112.89,112.89,112.89,0.0,37.45357142857143
2016-08-18,133.51243591308594,133.96090390515144,132.69646671623096,132.97676633946656,890800,89.08,89.08,89.08,89.08,0.0,36.74785714285714
2016-08-19,131.9864044189453,133.5124464732294,131.46319488823892,133.00791281405506,973500,97.35,97.35,97.35,97.35,0.0,34.917857142857144
2016-08-22,132.3539276123047,132.8335316762289,131.44453132106653,132.26672600938556,811700,81.17,81.17,81.17,81.17,0.0,33.357142857142854
2016-08-23,132.03001403808594,133.04529717400388,131.99886857605117,132.902029949496,677700,67.77,67.77,67.77,67.77,0.0,32.82357142857143
2016-08-24,133.44393920898438,133.70554399188015,131.50057445792018,132.21688209361514,1371100,137.11,137.11,137.11,137.11,0.0,34.38857142857143
2016-08-25,134.25990295410156,135.4931853965291,133.4937739600152,133.53737000631122,1052200,105.22,105.22,105.22,105.22,0.0,34.22071428571429
2016-08-26,133.1448974609375,135.90422084864764,132.60922803717196,134.63979351771098,1253500,125.35,125.35,125.35,125.35,0.0,34.00714285714286
2016-08-29,134.34710693359375,134.7208239963378,132.89581572116396,133.14496042966,883700,88.37,88.37,88.37,88.37,0.0,34.75071428571429
2016-08-30,134.47789001464844,134.66475327791323,132.77122898733893,134.56509160360395,944700,94.47,94.47,94.47,94.47,0.0,32.77928571428571
2016-08-31,134.21006774902344,135.2253509184398,133.49999491080106,134.22252783510058,1817500,181.75,181.75,181.75,181.75,0.0,31.912857142857145
2016-09-01,134.55264282226562,134.94504522568397,133.45638339872096,133.84879530639984,881900,88.19,88.19,88.19,88.19,0.0,31.335714285714285
2016-09-02,134.96995544433594,136.6641657882862,134.2972534397445,135.11321315234545,939100,93.91,93.91,93.91,93.91,0.0,31.398571428571433
2016-09-06,135.88560485839844,135.89805544130883,134.1664739905886,135.23781338511128,1374700,137.47,137.47,137.47,137.47,0.0,33.61714285714286
2016-09-07,136.3776397705078,136.4461559788757,135.10075198052004,135.85443027256716,813600,81.36,81.36,81.36,81.36,0.0,36.595000000000006
2016-09-08,135.21910095214844,136.14718242341908,134.89521478456902,135.77345591712302,2414600,241.46,241.46,241.46,241.46,0.0,46.33
2016-09-09,130.74066162109375,134.11039710810638,130.67214540863887,134.11039710810638,1693000,169.3,169.3,169.3,169.3,0.0,50.89357142857143
2016-09-12,132.22311401367188,133.00792840170652,129.86243605406628,130.31090413416078,2081200,208.12,208.12,208.12,208.12,0.0,52.51071428571429
2016-09-13,128.88450622558594,131.5503941735715,128.88450622558594,131.45696729624544,1406600,140.66,140.66,140.66,140.66,0.0,56.37214285714286
2016-09-14,129.42018127441406,130.9773593237301,128.9717132358702,129.27692355506994,1212800,121.28,121.28,121.28,121.28,0.0,52.80357142857143
2016-09-15,129.50115966796875,129.76276444397192,128.56685282327433,129.1212078376226,1230100,123.01,123.01,123.01,123.01,0.0,50.64928571428571
2016-09-16,130.0119171142578,130.1987803955184,128.54194054154166,129.15236122727705,2460600,246.06,246.06,246.06,246.06,0.0,58.00071428571429
2016-09-19,130.5475616455078,131.05832054897968,130.0679577045514,130.74065018073176,960100,96.01,96.01,96.01,96.01,0.0,66.07714285714285
2016-09-20,129.98695373535156,131.38841352011846,129.98071894247227,131.23892105487732,974700,97.47,97.47,97.47,97.47,0.0,65.74571428571429
2016-09-21,131.34483337402344,131.50678595206875,128.32391406773647,129.90600257090568,1498100,149.81,149.81,149.81,149.81,0.0,63.25000000000001
2016-09-22,132.976806640625,133.58721789649888,131.3573373446597,132.06118500468298,1173600,117.36,117.36,117.36,117.36,0.0,58.885
2016-09-23,132.976806640625,133.39412930055752,131.01475620463677,132.70896702051164,1208900,120.89,120.89,120.89,120.89,0.0,58.728571428571435
2016-09-26,133.76783752441406,133.9671609032911,132.3601518020768,132.7836997257978,1073800,107.38,107.38,107.38,107.38,0.0,56.58214285714286
2016-09-27,132.6279296875,134.266083609792,132.44730126273114,134.266083609792,935500,93.55,93.55,93.55,93.55,0.0,53.56214285714286
2016-09-28,132.4286651611328,133.1262779635896,131.22029333954757,132.6653592923642,1149600,114.96,114.96,114.96,114.96,0.0,43.65571428571429
2016-09-29,129.2956085205078,132.04247287179618,129.05891441640046,131.86806969116776,1362700,136.27,136.27,136.27,136.27,0.0,40.02357142857143
2016-09-30,128.94056701660156,130.73443916023936,128.92188164046038,130.39185809055013,1697200,169.72,169.72,169.72,169.72,0.0,39.64
2016-10-03,125.7203369140625,128.49211221008957,125.13483638999492,128.49211221008957,2024100,202.41,202.41,202.41,202.41,0.0,37.15642857142858
2016-10-04,123.87039184570312,126.01930507771479,122.94854513578491,125.52723150993872,1894600,189.46,189.46,189.46,189.46,0.0,36.69714285714286
2016-10-05,121.90835571289062,125.19711498805694,121.26056432290483,124.17560656931984,1612300,161.23,161.23,161.23,161.23,0.0,38.589999999999996
2016-10-06,122.3817138671875,123.70220709229942,119.9961163590884,121.6841012605873,1364700,136.47,136.47,136.47,136.47,0.0,31.569285714285716
2016-10-07,122.5872573852539,124.7610809052663,121.97062109047378,123.1042415291282,1427000,142.7,142.7,142.7,142.7,0.0,21.29642857142857
2016-10-10,123.01708221435547,123.84550218699394,122.61221966953194,122.6869611844503,699000,69.9,69.9,69.9,69.9,0.0,26.392142857142854
2016-10-11,121.80249786376953,123.44687789445099,121.34780442650785,123.01709513002353,959400,95.94,95.94,95.94,95.94,0.0,24.513571428571428
2016-10-12,123.90153503417969,123.98251132962851,121.82737284670628,122.13258314902413,1206700,120.67,120.67,120.67,120.67,0.0,23.962142857142858
2016-10-13,123.8205337524414,124.08837325027591,122.64954262332267,123.22258285762719,1226300,122.63,122.63,122.63,122.63,0.0,23.849999999999998
2016-10-14,122.69938659667969,124.48079839814514,122.69938659667969,123.98249959623175,1056400,105.64,105.64,105.64,105.64,0.0,24.09857142857143
2016-10-17,123.01083374023438,123.51535787937426,122.22600996445229,122.86134123430921,1014500,101.45,101.45,101.45,101.45,0.0,23.409999999999993
2016-10-18,123.60258483886719,124.38117397990595,123.2164076662758,123.6025848388672,855900,85.59,85.59,85.59,85.59,0.0,23.013571428571424
2016-10-19,123.6150131225586,123.78941628493975,121.52216566972521,123.53403683136037,1409700,140.97,140.97,140.97,140.97,0.0,25.447142857142854
2016-10-20,122.86758422851562,124.03858526634127,122.2820932138642,123.95138366805179,1241800,124.18,124.18,124.18,124.18,0.0,24.257142857142856
2016-10-21,122.42537689208984,122.64337618188455,121.48483498521084,121.95198854025244,872100,87.21,87.21,87.21,87.21,0.0,24.562857142857144
2016-10-24,122.71186065673828,124.06972491416963,122.08276412030534,123.12918325071985,1030400,103.04,103.04,103.04,103.04,0.0,24.768571428571427
2016-10-25,122.87383270263672,123.14166281853376,121.97067115461157,122.29455741045044,1035700,103.57,103.57,103.57,103.57,0.0,22.789999999999996
2016-10-26,117.33647918701172,122.12636021485991,116.77588940689384,121.52839968358622,2676100,267.61,267.61,267.61,267.61,0.0,32.738571428571426
2016-10-27,114.12866973876953,117.19942922408192,113.26911407803976,117.19319443031553,3726600,372.66,372.66,372.66,372.66,0.0,39.79714285714285
2016-10-28,113.91069030761719,115.87273082398332,113.38124597564007,114.75156074137676,1694000,169.4,169.4,169.4,169.4,0.0,49.11571428571428
2016-10-31,115.82910919189453,116.05956844808891,113.91066514198977,114.77645555534454,1932800,193.28,193.28,193.28,193.28,0.0,48.96142857142858
2016-11-01,114.14111328125,115.53011298086112,113.13829056884062,115.22491226681746,1861200,186.12,186.12,186.12,186.12,0.0,47.70642857142858
2016-11-02,111.9175033569336,114.74534419775352,111.89881797948748,114.36539234924727,1662400,166.24,166.24,166.24,166.24,0.0,48.98642857142857
2016-11-03,111.69949340820312,112.49676778366026,110.9395897840549,111.87389658381811,1118900,111.89,111.89,111.89,111.89,0.0,51.654999999999994
2016-11-04,112.29124450683594,112.44073705009285,111.20121966094311,112.19158281133133,1662700,166.27,166.27,166.27,166.27,0.0,55.24000000000001
2016-11-07,113.31895446777344,114.36538304089136,112.60888166983142,113.97297113793958,1082700,108.27,108.27,108.27,108.27,0.0,58.25000000000001
2016-11-08,114.14111328125,114.53975034992008,112.73965350017053,113.5556130075845,874100,87.41,87.41,87.41,87.41,0.0,55.784285714285716
2016-11-09,112.60265350341797,113.17569386043223,108.9464026420914,112.20401632009238,2099600,209.96,209.96,209.96,209.96,0.0,63.338571428571434
2016-11-10,113.54318237304688,116.14678882823348,110.0488746991516,112.93900607687449,3137400,313.74,313.74,313.74,313.74,0.0,68.1107142857143
2016-11-11,113.74250793457031,115.20002423236228,113.35009604506475,113.51827392689,1795200,179.52,179.52,179.52,179.52,0.0,76.56714285714285
2016-11-14,116.65267944335938,117.11781024396153,112.63624232308052,113.9436284517912,1786900,178.69,178.69,178.69,178.69,0.0,76.58857142857143
2016-11-15,115.79785919189453,118.95318547624643,114.89903655521353,117.18066841266827,2468600,246.86,246.86,246.86,246.86,0.0,69.74071428571429
2016-11-16,114.98703002929688,116.4264064546021,114.28933859050993,116.03042616134213,1030500,103.05,103.05,103.05,103.05,0.0,72.50928571428572
2016-11-17,113.56651306152344,115.62816776707068,113.22081791869738,114.87389940583408,1090800,109.08,109.08,109.08,109.08,0.0,58.42142857142858
2016-11-18,113.6607894897461,114.23905480607974,112.61111129250706,113.49107816716266,1369300,136.93,136.93,136.93,136.93,0.0,58.705000000000005
2016-11-21,112.9379653930664,115.00590220481675,112.74311624473874,113.88079127794543,1006600,100.66,100.66,100.66,100.66,0.0,60.784285714285716
2016-11-22,114.13221740722656,114.38363380713162,113.22710302209492,113.51624051381454,1068300,106.83,106.83,106.83,106.83,0.0,59.805000000000014
2016-11-23,113.61680603027344,113.73623218200258,111.91343922980772,113.26481921944308,1102500,110.25,110.25,110.25,110.25,0.0,56.16714285714287
2016-11-25,113.95620727539062,115.01845915220845,113.35908622010874,114.23277102922717,490900,49.09,49.09,49.09,49.09,0.0,56.651428571428575
2016-11-28,113.97506713867188,114.99331591373004,113.18309693483995,113.54136574457827,1398200,139.82,139.82,139.82,139.82,0.0,58.989285714285714
2016-11-29,114.58477783203125,115.74759070304421,113.98765667222231,114.36478128271794,1346900,134.69,134.69,134.69,134.69,0.0,57.86571428571428
2016-11-30,112.91910552978516,114.15106886116041,112.14599101780138,113.37795434917663,2234500,223.45,223.45,223.45,223.45,0.0,55.45214285714286
2016-12-01,111.14034271240234,112.74943101813534,110.54321185674743,112.46029346745387,2075900,207.59,207.59,207.59,207.59,0.0,49.172142857142866
2016-12-02,112.73685455322266,113.63567745550368,111.51746465399508,111.61175301406513,1273900,127.39,127.39,127.39,127.39,0.0,45.31357142857143
2016-12-05,113.61680603027344,113.64823547929498,111.90086553201483,112.83111775934094,1027300,102.73,102.73,102.73,102.73,0.0,47.01571428571429
