Date,Close PLTR,High PLTR,Low PLTR,Open PLTR,Volume PLTR,Close,Open,High,Low,Volume,ATR
2022-01-27,12.279999732971191,13.0600004196167,12.199999809265137,13.010000228881836,52622900,526.229,526.229,526.229,526.229,0.0,200.1632857142857
2022-01-28,12.710000038146973,12.880000114440918,11.890000343322754,12.300000190734863,54887500,548.875,548.875,548.875,548.875,0.0,193.38957142857143
2022-01-31,13.710000038146973,13.739999771118164,12.760000228881836,12.770000457763672,51039300,510.393,510.393,510.393,510.393,0.0,167.80964285714285
2022-02-01,14.199999809265137,14.369999885559082,13.5600004196167,14.229999542236328,69012900,690.129,690.129,690.129,690.129,0.0,159.07164285714285
2022-02-02,13.319999694824219,14.199999809265137,13.1899995803833,14.09000015258789,47204300,472.043,472.043,472.043,472.043,0.0,169.17892857142857
2022-02-03,12.449999809265137,13.319999694824219,12.420000076293945,12.949999809265137,47236900,472.369,472.369,472.369,472.369,0.0,166.1365
2022-02-04,12.9399995803833,13.09000015258789,12.265000343322754,12.470000267028809,38989200,389.892,389.892,389.892,389.892,0.0,171.93292857142856
2022-02-07,12.979999542236328,13.600000381469727,12.9399995803833,13.024999618530273,45646100,456.461,456.461,456.461,456.461,0.0,167.08585714285712
2022-02-08,13.149999618530273,13.189000129699707,12.619999885559082,12.75,30317100,303.171,303.171,303.171,303.171,0.0,177.3075714285714
2022-02-09,13.869999885559082,13.890000343322754,13.260000228881836,13.289999961853027,34451900,344.519,344.519,344.519,344.519,0.0,177.86192857142856
2022-02-10,13.5600004196167,14.164999961853027,13.369999885559082,13.5,41998200,419.982,419.982,419.982,419.982,0.0,163.00864285714286
2022-02-11,13.130000114440918,13.920000076293945,12.970000267028809,13.449999809265137,41831600,418.316,418.316,418.316,418.316,0.0,136.3507857142857
2022-02-14,13.260000228881836,13.795000076293945,12.979999542236328,13.100000381469727,40617900,406.179,406.179,406.179,406.179,0.0,92.17321428571428
2022-02-15,14.170000076293945,14.1850004196167,13.40999984741211,13.520000457763672,48523700,485.237,485.237,485.237,485.237,0.0,81.75371428571428
2022-02-16,13.970000267028809,14.260000228881836,13.65999984741211,13.90999984741211,58624400,586.244,586.244,586.244,586.244,0.0,76.59221428571429
2022-02-17,11.770000457763672,12.699999809265137,11.699999809265137,12.390000343322754,151385400,1513.854,1513.854,1513.854,1513.854,0.0,141.23250000000002
2022-02-18,11.020000457763672,12.010000228881836,10.569999694824219,11.920000076293945,137808100,1378.081,1378.081,1378.081,1378.081,0.0,148.18185714285715
2022-02-22,10.479999542236328,11.1850004196167,10.300000190734863,10.699999809265137,104501500,1045.015,1045.015,1045.015,1045.015,0.0,159.13400000000001
2022-02-23,10.430000305175781,11.260000228881836,10.399999618530273,10.829999923706055,93964500,939.645,939.645,939.645,939.645,0.0,151.08285714285714
2022-02-24,11.829999923706055,11.869999885559082,9.739999771118164,9.75,118793000,1187.93,1187.93,1187.93,1187.93,0.0,168.7942142857143
