Date,Close NVDA,High NVDA,Low NVDA,Open NVDA,Volume NVDA,Close,Open,High,Low,Volume,ATR
2014-02-27,0.4380895495414734,0.44756174686257294,0.436905524876336,0.44306246442680053,388848000,388.848,388.848,388.848,388.848,0.0,135.046
2014-02-28,0.4352479577064514,0.43998405703855037,0.4288542010246148,0.4357215619937856,321692000,321.692,321.692,321.692,321.692,0.0,139.0477142857143
2014-03-03,0.4331165552139282,0.4331165552139282,0.4217499148676025,0.42553880439283426,375948000,375.948,375.948,375.948,375.948,0.0,130.9857142857143
2014-03-04,0.4376159608364105,0.44045761448761267,0.43453749095203503,0.4352479114221795,260344000,260.344,260.344,260.344,260.344,0.0,132.88685714285714
2014-03-05,0.4414048194885254,0.4416416357198355,0.4352479079975935,0.4371423249305722,241472000,241.472,241.472,241.472,241.472,0.0,97.86742857142858
2014-03-06,0.4352479577064514,0.4444833401122929,0.4345375371607608,0.4421152904462434,290144000,290.144,290.144,290.144,290.144,0.0,90.0362857142857
2014-03-07,0.4347743093967438,0.43785277949665974,0.43145905127645134,0.43714235897677484,268452000,268.452,268.452,268.452,268.452,0.0,85.49285714285712
2014-03-10,0.4283805191516876,0.43524787887708527,0.4264860741160823,0.4333534338414799,300888000,300.888,300.888,300.888,300.888,0.0,60.056285714285714
2014-03-11,0.4326428472995758,0.4364317359159406,0.4290907748077449,0.4305115868668596,297220000,297.22,297.22,297.22,297.22,0.0,58.79314285714285
2014-03-12,0.43382707238197327,0.43643193804078656,0.4288541572985573,0.430511786249904,239428000,239.428,239.428,239.428,239.428,0.0,59.18885714285714
2014-03-13,0.42009237408638,0.43643193182089784,0.4179611126969861,0.43477427466379964,385172000,385.172,385.172,385.172,385.172,0.0,65.816
2014-03-14,0.42198675870895386,0.42577564873599927,0.41582984770172166,0.41582984770172166,460048000,460.048,460.048,460.048,460.048,0.0,67.74
2014-03-17,0.42198675870895386,0.4262492529320366,0.4215131545129165,0.42317078331373387,299656000,299.656,299.656,299.656,299.656,0.0,67.70171428571427
2014-03-18,0.4319326877593994,0.434774341821487,0.42175006815998756,0.4236445136111725,293904000,293.904,293.904,293.904,293.904,0.0,59.63399999999999
2014-03-19,0.43951040506362915,0.447798606757242,0.43406388542697044,0.435247938436953,366168000,366.168,366.168,366.168,366.168,0.0,62.79828571428571
2014-03-20,0.4397472143173218,0.4435361048467466,0.4352479315143347,0.43714234854967005,191800000,191.8,191.8,191.8,191.8,0.0,70.45628571428571
2014-03-21,0.4390368163585663,0.4470882020896819,0.4366687667134226,0.4435361276219664,566116000,566.116,566.116,566.116,566.116,0.0,93.31771428571427
2014-03-24,0.43690553307533264,0.4428256565121172,0.430511777180105,0.43927358245004644,306096000,306.096,306.096,306.096,306.096,0.0,103.63314285714286
2014-03-25,0.43690553307533264,0.442115236053828,0.43359024701310805,0.4416416318247603,304424000,304.424,304.424,304.424,304.424,0.0,102.40457142857143
2014-03-26,0.42695969343185425,0.4492193739867974,0.4231708032265183,0.4409312013633278,557756000,557.756,557.756,557.756,557.756,0.0,117.02314285714286
2014-03-27,0.421276330947876,0.42956450248130323,0.4165402046994037,0.4260124289669773,540728000,540.728,540.728,540.728,540.728,0.0,116.68999999999998
2014-03-28,0.4238812327384949,0.4264860983390716,0.4193819502240899,0.4205659749099202,398820000,398.82,398.82,398.82,398.82,0.0,124.50942857142857
2014-03-31,0.4241179823875427,0.42838047623326214,0.4217499333876287,0.42459158654165136,273404000,273.404,273.404,273.404,273.404,0.0,133.20571428571427
2014-04-01,0.4416414797306061,0.44685118091496495,0.4324060734121209,0.43761580282584533,656272000,656.272,656.272,656.272,656.272,0.0,156.42542857142857
