timestamp,open,high,low,close,volume,trade_count,vwap
2023-01-03 05:00:00+00:00,384.37,386.43,377.831,380.82,74850731.0,590240.0,380.745269
2023-01-04 05:00:00+00:00,383.18,385.88,380.0,383.76,85934098.0,632808.0,383.265078
2023-01-05 05:00:00+00:00,381.72,381.84,378.76,379.38,76970456.0,530899.0,380.035868
2023-01-06 05:00:00+00:00,382.61,389.25,379.4127,388.08,104026233.0,685781.0,385.902328
2023-01-09 05:00:00+00:00,390.37,393.7,387.67,387.86,73978071.0,549428.0,390.656766
2023-01-10 05:00:00+00:00,387.25,390.65,386.27,390.58,65358094.0,471959.0,389.040646
2023-01-11 05:00:00+00:00,392.23,395.6,391.38,395.52,68881080.0,452704.0,393.616153
2023-01-12 05:00:00+00:00,396.67,398.485,392.42,396.96,90157699.0,665043.0,396.309109
2023-01-13 05:00:00+00:00,393.62,399.1,393.34,398.5,63859516.0,467201.0,396.718299
2023-01-17 05:00:00+00:00,398.48,400.23,397.06,397.77,62677281.0,437654.0,398.242945
2023-01-18 05:00:00+00:00,399.01,400.12,391.28,391.49,99632262.0,642981.0,394.70018
2023-01-19 05:00:00+00:00,389.36,391.08,387.26,388.64,86958919.0,548675.0,389.190535
2023-01-20 05:00:00+00:00,390.1,396.04,388.38,395.88,91540638.0,504225.0,392.969496
2023-01-23 05:00:00+00:00,396.72,402.645,395.72,400.63,84178797.0,568459.0,400.082313
2023-01-24 05:00:00+00:00,398.88,401.15,397.64,400.2,59524911.0,434104.0,399.84265
2023-01-25 05:00:00+00:00,395.95,400.7,393.56,400.35,84800251.0,583223.0,397.312324
2023-01-26 05:00:00+00:00,403.13,404.92,400.03,404.75,72287425.0,521284.0,402.67866
2023-01-27 05:00:00+00:00,403.655,408.16,403.44,405.68,68270538.0,494449.0,405.931049
2023-01-30 05:00:00+00:00,402.8,405.13,400.28,400.59,74202018.0,514525.0,402.146956
2023-01-31 05:00:00+00:00,401.13,406.53,400.77,406.48,86811786.0,512621.0,404.063925
2023-02-01 05:00:00+00:00,405.211,413.67,402.35,410.8,101459155.0,833210.0,407.75213
2023-02-02 05:00:00+00:00,414.86,418.31,412.88,416.78,101654463.0,724700.0,415.630859
2023-02-03 05:00:00+00:00,411.59,416.97,411.09,412.35,94630250.0,662995.0,413.730363
2023-02-06 05:00:00+00:00,409.79,411.29,408.1,409.83,60295325.0,461546.0,409.912605
2023-02-07 05:00:00+00:00,408.87,416.49,407.57,415.19,90990745.0,695519.0,411.944012
